"case","event","startTime","completeTime","simulated:logProbability","concept:simulated"
"5","B","2020/06/17 11:55:37.188","2020/06/17 11:55:37.188","-4.852030263919617","true"
"5","C","2020/06/17 11:56:37.188","2020/06/17 11:56:37.188","-4.852030263919617","true"
"5","E","2020/06/17 11:57:37.188","2020/06/17 11:57:37.188","-4.852030263919617","true"
"5","A","2020/06/17 11:58:37.188","2020/06/17 11:58:37.188","-4.852030263919617","true"
"5","F","2020/06/17 12:00:37.188","2020/06/17 12:00:37.188","-4.852030263919617","true"
"6","D","2020/06/17 11:48:01.172","2020/06/17 11:48:01.172","-2.772588722239781","true"
"6","C","2020/06/17 11:49:01.172","2020/06/17 11:49:01.172","-2.772588722239781","true"
"6","A","2020/06/17 11:50:01.172","2020/06/17 11:50:01.172","-2.772588722239781","true"
"6","F","2020/06/17 11:51:01.172","2020/06/17 11:51:01.172","-2.772588722239781","true"
"6","A","2020/06/17 11:53:01.172","2020/06/17 11:53:01.172","-2.772588722239781","true"
"7","B","2020/06/17 11:48:36.103","2020/06/17 11:48:36.103","-1.3862943611198906","true"
"7","D","2020/06/17 11:49:36.103","2020/06/17 11:49:36.103","-1.3862943611198906","true"
"7","B","2020/06/17 11:50:36.103","2020/06/17 11:50:36.103","-1.3862943611198906","true"
"8","D","2020/06/17 11:49:13.094","2020/06/17 11:49:13.094","-2.772588722239781","true"
"8","A","2020/06/17 11:51:13.094","2020/06/17 11:51:13.094","-2.772588722239781","true"
"8","F","2020/06/17 11:52:13.094","2020/06/17 11:52:13.094","-2.772588722239781","true"
"8","A","2020/06/17 11:54:13.094","2020/06/17 11:54:13.094","-2.772588722239781","true"
"9","F","2020/06/17 11:51:36.260","2020/06/17 11:51:36.260","-4.852030263919617","true"
"9","D","2020/06/17 11:52:36.260","2020/06/17 11:52:36.260","-4.852030263919617","true"
"9","A","2020/06/17 11:53:36.260","2020/06/17 11:53:36.260","-4.852030263919617","true"
"9","B","2020/06/17 11:54:36.260","2020/06/17 11:54:36.260","-4.852030263919617","true"
"9","D","2020/06/17 11:56:36.260","2020/06/17 11:56:36.260","-4.852030263919617","true"
"9","B","2020/06/17 11:58:36.260","2020/06/17 11:58:36.260","-4.852030263919617","true"
"9","E","2020/06/17 11:59:36.260","2020/06/17 11:59:36.260","-4.852030263919617","true"
"9","A","2020/06/17 12:00:36.260","2020/06/17 12:00:36.260","-4.852030263919617","true"
"9","C","2020/06/17 12:01:36.260","2020/06/17 12:01:36.260","-4.852030263919617","true"
"9","F","2020/06/17 12:03:36.260","2020/06/17 12:03:36.260","-4.852030263919617","true"
"10","B","2020/06/17 11:50:50.141","2020/06/17 11:50:50.141","-1.3862943611198906","true"
"10","D","2020/06/17 11:51:50.141","2020/06/17 11:51:50.141","-1.3862943611198906","true"
"10","B","2020/06/17 11:52:50.141","2020/06/17 11:52:50.141","-1.3862943611198906","true"
"11","F","2020/06/17 11:52:06.899","2020/06/17 11:52:06.899","-5.545177444479562","true"
"11","A","2020/06/17 11:53:06.899","2020/06/17 11:53:06.899","-5.545177444479562","true"
"11","D","2020/06/17 11:54:06.899","2020/06/17 11:54:06.899","-5.545177444479562","true"
"11","B","2020/06/17 11:55:06.899","2020/06/17 11:55:06.899","-5.545177444479562","true"
"11","D","2020/06/17 11:57:06.899","2020/06/17 11:57:06.899","-5.545177444479562","true"
"11","B","2020/06/17 11:59:06.899","2020/06/17 11:59:06.899","-5.545177444479562","true"
"11","E","2020/06/17 12:00:06.899","2020/06/17 12:00:06.899","-5.545177444479562","true"
"11","A","2020/06/17 12:01:06.899","2020/06/17 12:01:06.899","-5.545177444479562","true"
"11","C","2020/06/17 12:02:06.899","2020/06/17 12:02:06.899","-5.545177444479562","true"
"11","F","2020/06/17 12:04:06.899","2020/06/17 12:04:06.899","-5.545177444479562","true"
"12","D","2020/06/17 11:52:20.855","2020/06/17 11:52:20.855","-4.852030263919617","true"
"12","A","2020/06/17 11:54:20.855","2020/06/17 11:54:20.855","-4.852030263919617","true"
"12","F","2020/06/17 11:55:20.855","2020/06/17 11:55:20.855","-4.852030263919617","true"
"12","A","2020/06/17 11:57:20.855","2020/06/17 11:57:20.855","-4.852030263919617","true"
"12","F","2020/06/17 11:58:20.855","2020/06/17 11:58:20.855","-4.852030263919617","true"
"12","A","2020/06/17 12:00:20.855","2020/06/17 12:00:20.855","-4.852030263919617","true"
"12","F","2020/06/17 12:01:20.855","2020/06/17 12:01:20.855","-4.852030263919617","true"
"12","A","2020/06/17 12:03:20.855","2020/06/17 12:03:20.855","-4.852030263919617","true"
"12","F","2020/06/17 12:04:20.855","2020/06/17 12:04:20.855","-4.852030263919617","true"
"12","A","2020/06/17 12:06:20.855","2020/06/17 12:06:20.855","-4.852030263919617","true"
"13","B","2020/06/17 11:52:32.046","2020/06/17 11:52:32.046","-1.3862943611198906","true"
"13","D","2020/06/17 11:53:32.046","2020/06/17 11:53:32.046","-1.3862943611198906","true"
"13","B","2020/06/17 11:54:32.046","2020/06/17 11:54:32.046","-1.3862943611198906","true"
"14","D","2020/06/17 11:53:00.618","2020/06/17 11:53:00.618","-1.3862943611198906","true"
"14","E","2020/06/17 11:54:00.618","2020/06/17 11:54:00.618","-1.3862943611198906","true"
"14","A","2020/06/17 11:55:00.618","2020/06/17 11:55:00.618","-1.3862943611198906","true"
"14","D","2020/06/17 11:56:00.618","2020/06/17 11:56:00.618","-1.3862943611198906","true"
"14","B","2020/06/17 11:57:00.618","2020/06/17 11:57:00.618","-1.3862943611198906","true"
"15","F","2020/06/17 11:54:07.179","2020/06/17 11:54:07.179","-5.545177444479562","true"
"15","A","2020/06/17 11:55:07.179","2020/06/17 11:55:07.179","-5.545177444479562","true"
"15","B","2020/06/17 11:56:07.179","2020/06/17 11:56:07.179","-5.545177444479562","true"
"15","D","2020/06/17 11:57:07.179","2020/06/17 11:57:07.179","-5.545177444479562","true"
"15","D","2020/06/17 11:59:07.179","2020/06/17 11:59:07.179","-5.545177444479562","true"
"15","B","2020/06/17 12:01:07.179","2020/06/17 12:01:07.179","-5.545177444479562","true"
"15","E","2020/06/17 12:02:07.179","2020/06/17 12:02:07.179","-5.545177444479562","true"
"15","A","2020/06/17 12:03:07.179","2020/06/17 12:03:07.179","-5.545177444479562","true"
"15","C","2020/06/17 12:04:07.179","2020/06/17 12:04:07.179","-5.545177444479562","true"
"15","F","2020/06/17 12:06:07.179","2020/06/17 12:06:07.179","-5.545177444479562","true"
"16","F","2020/06/17 11:54:36.108","2020/06/17 11:54:36.108","-4.1588830833596715","true"
"16","D","2020/06/17 11:55:36.108","2020/06/17 11:55:36.108","-4.1588830833596715","true"
"16","A","2020/06/17 11:56:36.108","2020/06/17 11:56:36.108","-4.1588830833596715","true"
"16","B","2020/06/17 11:57:36.108","2020/06/17 11:57:36.108","-4.1588830833596715","true"
"16","D","2020/06/17 11:59:36.108","2020/06/17 11:59:36.108","-4.1588830833596715","true"
"16","E","2020/06/17 12:01:36.108","2020/06/17 12:01:36.108","-4.1588830833596715","true"
"16","A","2020/06/17 12:02:36.108","2020/06/17 12:02:36.108","-4.1588830833596715","true"
"16","B","2020/06/17 12:03:36.108","2020/06/17 12:03:36.108","-4.1588830833596715","true"
"16","C","2020/06/17 12:04:36.108","2020/06/17 12:04:36.108","-4.1588830833596715","true"
"16","F","2020/06/17 12:06:36.108","2020/06/17 12:06:36.108","-4.1588830833596715","true"
"17","D","2020/06/17 11:54:38.592","2020/06/17 11:54:38.592","-1.3862943611198906","true"
"17","E","2020/06/17 11:55:38.592","2020/06/17 11:55:38.592","-1.3862943611198906","true"
"17","A","2020/06/17 11:56:38.592","2020/06/17 11:56:38.592","-1.3862943611198906","true"
"17","D","2020/06/17 11:57:38.592","2020/06/17 11:57:38.592","-1.3862943611198906","true"
"17","B","2020/06/17 11:58:38.592","2020/06/17 11:58:38.592","-1.3862943611198906","true"
"18","D","2020/06/17 11:55:14.049","2020/06/17 11:55:14.049","-1.3862943611198906","true"
"18","E","2020/06/17 11:56:14.049","2020/06/17 11:56:14.049","-1.3862943611198906","true"
"18","A","2020/06/17 11:57:14.049","2020/06/17 11:57:14.049","-1.3862943611198906","true"
"18","D","2020/06/17 11:58:14.049","2020/06/17 11:58:14.049","-1.3862943611198906","true"
"18","B","2020/06/17 11:59:14.049","2020/06/17 11:59:14.049","-1.3862943611198906","true"
"19","D","2020/06/17 11:55:19.940","2020/06/17 11:55:19.940","-3.4657359027997265","true"
"19","C","2020/06/17 11:56:19.940","2020/06/17 11:56:19.940","-3.4657359027997265","true"
"19","A","2020/06/17 11:57:19.940","2020/06/17 11:57:19.940","-3.4657359027997265","true"
"19","F","2020/06/17 11:58:19.940","2020/06/17 11:58:19.940","-3.4657359027997265","true"
"19","A","2020/06/17 12:00:19.940","2020/06/17 12:00:19.940","-3.4657359027997265","true"
"19","F","2020/06/17 12:01:19.940","2020/06/17 12:01:19.940","-3.4657359027997265","true"
"19","A","2020/06/17 12:03:19.940","2020/06/17 12:03:19.940","-3.4657359027997265","true"
"20","F","2020/06/17 11:56:43.057","2020/06/17 11:56:43.057","-4.852030263919617","true"
"20","A","2020/06/17 11:57:43.057","2020/06/17 11:57:43.057","-4.852030263919617","true"
"20","B","2020/06/17 11:58:43.057","2020/06/17 11:58:43.057","-4.852030263919617","true"
"20","D","2020/06/17 11:59:43.057","2020/06/17 11:59:43.057","-4.852030263919617","true"
"20","D","2020/06/17 12:01:43.057","2020/06/17 12:01:43.057","-4.852030263919617","true"
"20","B","2020/06/17 12:03:43.057","2020/06/17 12:03:43.057","-4.852030263919617","true"
"20","C","2020/06/17 12:04:43.057","2020/06/17 12:04:43.057","-4.852030263919617","true"
"20","E","2020/06/17 12:05:43.057","2020/06/17 12:05:43.057","-4.852030263919617","true"
"20","A","2020/06/17 12:06:43.057","2020/06/17 12:06:43.057","-4.852030263919617","true"
"20","F","2020/06/17 12:08:43.057","2020/06/17 12:08:43.057","-4.852030263919617","true"
"21","D","2020/06/17 11:57:58.459","2020/06/17 11:57:58.459","-2.772588722239781","true"
"21","C","2020/06/17 11:58:58.459","2020/06/17 11:58:58.459","-2.772588722239781","true"
"21","A","2020/06/17 11:59:58.459","2020/06/17 11:59:58.459","-2.772588722239781","true"
"21","F","2020/06/17 12:00:58.459","2020/06/17 12:00:58.459","-2.772588722239781","true"
"21","A","2020/06/17 12:02:58.459","2020/06/17 12:02:58.459","-2.772588722239781","true"
"22","D","2020/06/17 11:57:58.865","2020/06/17 11:57:58.865","-1.3862943611198906","true"
"22","E","2020/06/17 11:58:58.865","2020/06/17 11:58:58.865","-1.3862943611198906","true"
"22","A","2020/06/17 11:59:58.865","2020/06/17 11:59:58.865","-1.3862943611198906","true"
"22","D","2020/06/17 12:00:58.865","2020/06/17 12:00:58.865","-1.3862943611198906","true"
"22","B","2020/06/17 12:01:58.865","2020/06/17 12:01:58.865","-1.3862943611198906","true"
"23","F","2020/06/17 11:59:49.141","2020/06/17 11:59:49.141","-5.545177444479562","true"
"23","A","2020/06/17 12:00:49.141","2020/06/17 12:00:49.141","-5.545177444479562","true"
"23","B","2020/06/17 12:01:49.141","2020/06/17 12:01:49.141","-5.545177444479562","true"
"23","D","2020/06/17 12:02:49.141","2020/06/17 12:02:49.141","-5.545177444479562","true"
"23","D","2020/06/17 12:04:49.141","2020/06/17 12:04:49.141","-5.545177444479562","true"
"23","B","2020/06/17 12:06:49.141","2020/06/17 12:06:49.141","-5.545177444479562","true"
"23","E","2020/06/17 12:07:49.141","2020/06/17 12:07:49.141","-5.545177444479562","true"
"23","A","2020/06/17 12:08:49.141","2020/06/17 12:08:49.141","-5.545177444479562","true"
"23","C","2020/06/17 12:09:49.141","2020/06/17 12:09:49.141","-5.545177444479562","true"
"23","F","2020/06/17 12:11:49.141","2020/06/17 12:11:49.141","-5.545177444479562","true"
"24","F","2020/06/17 12:00:38.213","2020/06/17 12:00:38.213","-5.545177444479562","true"
"24","A","2020/06/17 12:01:38.213","2020/06/17 12:01:38.213","-5.545177444479562","true"
"24","B","2020/06/17 12:02:38.213","2020/06/17 12:02:38.213","-5.545177444479562","true"
"24","D","2020/06/17 12:03:38.213","2020/06/17 12:03:38.213","-5.545177444479562","true"
"24","D","2020/06/17 12:05:38.213","2020/06/17 12:05:38.213","-5.545177444479562","true"
"24","E","2020/06/17 12:07:38.213","2020/06/17 12:07:38.213","-5.545177444479562","true"
"24","B","2020/06/17 12:08:38.213","2020/06/17 12:08:38.213","-5.545177444479562","true"
"24","A","2020/06/17 12:09:38.213","2020/06/17 12:09:38.213","-5.545177444479562","true"
"24","C","2020/06/17 12:10:38.213","2020/06/17 12:10:38.213","-5.545177444479562","true"
"24","F","2020/06/17 12:12:38.213","2020/06/17 12:12:38.213","-5.545177444479562","true"
"25","D","2020/06/17 11:59:41.167","2020/06/17 11:59:41.167","-1.3862943611198906","true"
"25","E","2020/06/17 12:00:41.167","2020/06/17 12:00:41.167","-1.3862943611198906","true"
"25","A","2020/06/17 12:01:41.167","2020/06/17 12:01:41.167","-1.3862943611198906","true"
"25","D","2020/06/17 12:02:41.167","2020/06/17 12:02:41.167","-1.3862943611198906","true"
"25","B","2020/06/17 12:03:41.167","2020/06/17 12:03:41.167","-1.3862943611198906","true"
"26","D","2020/06/17 12:00:07.306","2020/06/17 12:00:07.306","-1.3862943611198906","true"
"26","E","2020/06/17 12:01:07.306","2020/06/17 12:01:07.306","-1.3862943611198906","true"
"26","A","2020/06/17 12:02:07.306","2020/06/17 12:02:07.306","-1.3862943611198906","true"
"26","D","2020/06/17 12:03:07.306","2020/06/17 12:03:07.306","-1.3862943611198906","true"
"26","B","2020/06/17 12:04:07.306","2020/06/17 12:04:07.306","-1.3862943611198906","true"
"27","D","2020/06/17 12:02:03.982","2020/06/17 12:02:03.982","-2.772588722239781","true"
"27","C","2020/06/17 12:03:03.982","2020/06/17 12:03:03.982","-2.772588722239781","true"
"27","A","2020/06/17 12:04:03.982","2020/06/17 12:04:03.982","-2.772588722239781","true"
"27","F","2020/06/17 12:05:03.982","2020/06/17 12:05:03.982","-2.772588722239781","true"
"27","A","2020/06/17 12:07:03.982","2020/06/17 12:07:03.982","-2.772588722239781","true"
"28","B","2020/06/17 12:03:57.516","2020/06/17 12:03:57.516","-1.3862943611198906","true"
"28","D","2020/06/17 12:04:57.516","2020/06/17 12:04:57.516","-1.3862943611198906","true"
"28","B","2020/06/17 12:05:57.516","2020/06/17 12:05:57.516","-1.3862943611198906","true"
"29","B","2020/06/17 12:06:06.490","2020/06/17 12:06:06.490","-1.3862943611198906","true"
"29","D","2020/06/17 12:07:06.490","2020/06/17 12:07:06.490","-1.3862943611198906","true"
"29","B","2020/06/17 12:08:06.490","2020/06/17 12:08:06.490","-1.3862943611198906","true"
"30","F","2020/06/17 12:07:45.871","2020/06/17 12:07:45.871","-4.852030263919617","true"
"30","D","2020/06/17 12:08:45.871","2020/06/17 12:08:45.871","-4.852030263919617","true"
"30","A","2020/06/17 12:09:45.871","2020/06/17 12:09:45.871","-4.852030263919617","true"
"30","B","2020/06/17 12:10:45.871","2020/06/17 12:10:45.871","-4.852030263919617","true"
"30","D","2020/06/17 12:12:45.871","2020/06/17 12:12:45.871","-4.852030263919617","true"
"30","E","2020/06/17 12:14:45.871","2020/06/17 12:14:45.871","-4.852030263919617","true"
"30","B","2020/06/17 12:15:45.871","2020/06/17 12:15:45.871","-4.852030263919617","true"
"30","A","2020/06/17 12:16:45.871","2020/06/17 12:16:45.871","-4.852030263919617","true"
"30","C","2020/06/17 12:17:45.871","2020/06/17 12:17:45.871","-4.852030263919617","true"
"30","F","2020/06/17 12:19:45.871","2020/06/17 12:19:45.871","-4.852030263919617","true"
"31","F","2020/06/17 12:08:39.117","2020/06/17 12:08:39.117","-5.545177444479562","true"
"31","A","2020/06/17 12:09:39.117","2020/06/17 12:09:39.117","-5.545177444479562","true"
"31","D","2020/06/17 12:10:39.117","2020/06/17 12:10:39.117","-5.545177444479562","true"
"31","B","2020/06/17 12:11:39.117","2020/06/17 12:11:39.117","-5.545177444479562","true"
"31","D","2020/06/17 12:13:39.117","2020/06/17 12:13:39.117","-5.545177444479562","true"
"31","B","2020/06/17 12:15:39.117","2020/06/17 12:15:39.117","-5.545177444479562","true"
"31","E","2020/06/17 12:16:39.117","2020/06/17 12:16:39.117","-5.545177444479562","true"
"31","A","2020/06/17 12:17:39.117","2020/06/17 12:17:39.117","-5.545177444479562","true"
"31","C","2020/06/17 12:18:39.117","2020/06/17 12:18:39.117","-5.545177444479562","true"
"31","F","2020/06/17 12:20:39.117","2020/06/17 12:20:39.117","-5.545177444479562","true"
"32","B","2020/06/17 12:08:41.484","2020/06/17 12:08:41.484","-1.3862943611198906","true"
"32","D","2020/06/17 12:09:41.484","2020/06/17 12:09:41.484","-1.3862943611198906","true"
"32","B","2020/06/17 12:10:41.484","2020/06/17 12:10:41.484","-1.3862943611198906","true"
"33","B","2020/06/17 12:08:57.581","2020/06/17 12:08:57.581","-1.3862943611198906","true"
"33","D","2020/06/17 12:09:57.581","2020/06/17 12:09:57.581","-1.3862943611198906","true"
"33","B","2020/06/17 12:10:57.581","2020/06/17 12:10:57.581","-1.3862943611198906","true"
"34","D","2020/06/17 12:09:07.854","2020/06/17 12:09:07.854","-1.3862943611198906","true"
"34","E","2020/06/17 12:10:07.854","2020/06/17 12:10:07.854","-1.3862943611198906","true"
"34","A","2020/06/17 12:11:07.854","2020/06/17 12:11:07.854","-1.3862943611198906","true"
"34","D","2020/06/17 12:12:07.854","2020/06/17 12:12:07.854","-1.3862943611198906","true"
"34","B","2020/06/17 12:13:07.854","2020/06/17 12:13:07.854","-1.3862943611198906","true"
"35","D","2020/06/17 12:10:06.004","2020/06/17 12:10:06.004","-6.238324625039508","true"
"35","C","2020/06/17 12:11:06.004","2020/06/17 12:11:06.004","-6.238324625039508","true"
"35","A","2020/06/17 12:12:06.004","2020/06/17 12:12:06.004","-6.238324625039508","true"
"35","F","2020/06/17 12:13:06.004","2020/06/17 12:13:06.004","-6.238324625039508","true"
"35","A","2020/06/17 12:15:06.004","2020/06/17 12:15:06.004","-6.238324625039508","true"
"35","F","2020/06/17 12:16:06.004","2020/06/17 12:16:06.004","-6.238324625039508","true"
"35","A","2020/06/17 12:18:06.004","2020/06/17 12:18:06.004","-6.238324625039508","true"
"35","F","2020/06/17 12:19:06.004","2020/06/17 12:19:06.004","-6.238324625039508","true"
"35","A","2020/06/17 12:21:06.004","2020/06/17 12:21:06.004","-6.238324625039508","true"
"35","F","2020/06/17 12:22:06.004","2020/06/17 12:22:06.004","-6.238324625039508","true"
"35","A","2020/06/17 12:24:06.004","2020/06/17 12:24:06.004","-6.238324625039508","true"
"35","F","2020/06/17 12:25:06.004","2020/06/17 12:25:06.004","-6.238324625039508","true"
"35","A","2020/06/17 12:27:06.004","2020/06/17 12:27:06.004","-6.238324625039508","true"
"35","F","2020/06/17 12:28:06.004","2020/06/17 12:28:06.004","-6.238324625039508","true"
"35","A","2020/06/17 12:30:06.004","2020/06/17 12:30:06.004","-6.238324625039508","true"
"36","B","2020/06/17 12:11:21.729","2020/06/17 12:11:21.729","-1.3862943611198906","true"
"36","D","2020/06/17 12:12:21.729","2020/06/17 12:12:21.729","-1.3862943611198906","true"
"36","B","2020/06/17 12:13:21.729","2020/06/17 12:13:21.729","-1.3862943611198906","true"
"37","B","2020/06/17 12:12:29.526","2020/06/17 12:12:29.526","-1.3862943611198906","true"
"37","D","2020/06/17 12:13:29.526","2020/06/17 12:13:29.526","-1.3862943611198906","true"
"37","B","2020/06/17 12:14:29.526","2020/06/17 12:14:29.526","-1.3862943611198906","true"
"38","F","2020/06/17 12:14:04.593","2020/06/17 12:14:04.593","-4.1588830833596715","true"
"38","D","2020/06/17 12:15:04.593","2020/06/17 12:15:04.593","-4.1588830833596715","true"
"38","A","2020/06/17 12:16:04.593","2020/06/17 12:16:04.593","-4.1588830833596715","true"
"38","B","2020/06/17 12:17:04.593","2020/06/17 12:17:04.593","-4.1588830833596715","true"
"38","D","2020/06/17 12:19:04.593","2020/06/17 12:19:04.593","-4.1588830833596715","true"
"38","B","2020/06/17 12:21:04.593","2020/06/17 12:21:04.593","-4.1588830833596715","true"
"38","C","2020/06/17 12:22:04.593","2020/06/17 12:22:04.593","-4.1588830833596715","true"
"38","E","2020/06/17 12:23:04.593","2020/06/17 12:23:04.593","-4.1588830833596715","true"
"38","A","2020/06/17 12:24:04.593","2020/06/17 12:24:04.593","-4.1588830833596715","true"
"38","F","2020/06/17 12:26:04.593","2020/06/17 12:26:04.593","-4.1588830833596715","true"
"39","B","2020/06/17 12:14:14.945","2020/06/17 12:14:14.945","-1.3862943611198906","true"
"39","D","2020/06/17 12:15:14.945","2020/06/17 12:15:14.945","-1.3862943611198906","true"
"39","B","2020/06/17 12:16:14.945","2020/06/17 12:16:14.945","-1.3862943611198906","true"
"40","D","2020/06/17 12:15:48.246","2020/06/17 12:15:48.246","-2.772588722239781","true"
"40","A","2020/06/17 12:17:48.246","2020/06/17 12:17:48.246","-2.772588722239781","true"
"40","F","2020/06/17 12:18:48.246","2020/06/17 12:18:48.246","-2.772588722239781","true"
"40","A","2020/06/17 12:20:48.246","2020/06/17 12:20:48.246","-2.772588722239781","true"
"41","D","2020/06/17 12:16:47.902","2020/06/17 12:16:47.902","-4.1588830833596715","true"
"41","C","2020/06/17 12:17:47.902","2020/06/17 12:17:47.902","-4.1588830833596715","true"
"41","A","2020/06/17 12:18:47.902","2020/06/17 12:18:47.902","-4.1588830833596715","true"
"41","F","2020/06/17 12:19:47.902","2020/06/17 12:19:47.902","-4.1588830833596715","true"
"41","A","2020/06/17 12:21:47.902","2020/06/17 12:21:47.902","-4.1588830833596715","true"
"41","F","2020/06/17 12:22:47.902","2020/06/17 12:22:47.902","-4.1588830833596715","true"
"41","A","2020/06/17 12:24:47.902","2020/06/17 12:24:47.902","-4.1588830833596715","true"
"41","F","2020/06/17 12:25:47.902","2020/06/17 12:25:47.902","-4.1588830833596715","true"
"41","A","2020/06/17 12:27:47.902","2020/06/17 12:27:47.902","-4.1588830833596715","true"
"42","F","2020/06/17 12:18:15.592","2020/06/17 12:18:15.592","-4.1588830833596715","true"
"42","D","2020/06/17 12:19:15.592","2020/06/17 12:19:15.592","-4.1588830833596715","true"
"42","A","2020/06/17 12:20:15.592","2020/06/17 12:20:15.592","-4.1588830833596715","true"
"42","B","2020/06/17 12:21:15.592","2020/06/17 12:21:15.592","-4.1588830833596715","true"
"42","D","2020/06/17 12:23:15.592","2020/06/17 12:23:15.592","-4.1588830833596715","true"
"42","E","2020/06/17 12:25:15.592","2020/06/17 12:25:15.592","-4.1588830833596715","true"
"42","A","2020/06/17 12:26:15.592","2020/06/17 12:26:15.592","-4.1588830833596715","true"
"42","B","2020/06/17 12:27:15.592","2020/06/17 12:27:15.592","-4.1588830833596715","true"
"42","C","2020/06/17 12:28:15.592","2020/06/17 12:28:15.592","-4.1588830833596715","true"
"42","F","2020/06/17 12:30:15.592","2020/06/17 12:30:15.592","-4.1588830833596715","true"
"43","D","2020/06/17 12:17:50.125","2020/06/17 12:17:50.125","-2.772588722239781","true"
"43","C","2020/06/17 12:18:50.125","2020/06/17 12:18:50.125","-2.772588722239781","true"
"43","A","2020/06/17 12:19:50.125","2020/06/17 12:19:50.125","-2.772588722239781","true"
"43","F","2020/06/17 12:20:50.125","2020/06/17 12:20:50.125","-2.772588722239781","true"
"43","A","2020/06/17 12:22:50.125","2020/06/17 12:22:50.125","-2.772588722239781","true"
"44","B","2020/06/17 12:18:03.269","2020/06/17 12:18:03.269","-1.3862943611198906","true"
"44","D","2020/06/17 12:19:03.269","2020/06/17 12:19:03.269","-1.3862943611198906","true"
"44","B","2020/06/17 12:20:03.269","2020/06/17 12:20:03.269","-1.3862943611198906","true"
"45","F","2020/06/17 12:20:20.265","2020/06/17 12:20:20.265","-5.545177444479562","true"
"45","A","2020/06/17 12:21:20.265","2020/06/17 12:21:20.265","-5.545177444479562","true"
"45","B","2020/06/17 12:22:20.265","2020/06/17 12:22:20.265","-5.545177444479562","true"
"45","D","2020/06/17 12:23:20.265","2020/06/17 12:23:20.265","-5.545177444479562","true"
"45","D","2020/06/17 12:25:20.265","2020/06/17 12:25:20.265","-5.545177444479562","true"
"45","B","2020/06/17 12:27:20.265","2020/06/17 12:27:20.265","-5.545177444479562","true"
"45","E","2020/06/17 12:28:20.265","2020/06/17 12:28:20.265","-5.545177444479562","true"
"45","A","2020/06/17 12:29:20.265","2020/06/17 12:29:20.265","-5.545177444479562","true"
"45","C","2020/06/17 12:30:20.265","2020/06/17 12:30:20.265","-5.545177444479562","true"
"45","F","2020/06/17 12:32:20.265","2020/06/17 12:32:20.265","-5.545177444479562","true"
